
Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 68, 39, 59, 51, 77]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,68,6.325), (68,39,17.029), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,1,65.115)]
Costo asociado: 175.802      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 61, 40, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,61,8.062), (61,40,2.236), (40,32,12.0), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.994      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 24, 13, 31, 7, 25, 35, 53]
Aristas: [(1,63,54.406), (63,24,8.602), (24,13,7.616), (13,31,18.028), (31,7,5.831), (7,25,4.0), (25,35,8.944), (35,53,10.05), (53,1,73.171)]
Costo asociado: 190.648      Capacidad: 98.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 29, 80, 49, 15, 9]
Aristas: [(1,64,58.694), (64,12,6.708), (12,29,14.213), (29,80,6.325), (80,49,10.817), (49,15,20.224), (15,9,46.141), (9,1,95.859)]
Costo asociado: 258.981      Capacidad: 98.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 33, 5, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,33,10.0), (33,5,17.72), (5,55,38.079), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 270.894      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 19, 20]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,19,27.659), (19,20,78.339), (20,1,101.833)]
Costo asociado: 318.648      Capacidad: 98.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 57, 70, 48, 27, 36, 66]
Aristas: [(1,56,94.515), (56,10,11.402), (10,57,24.331), (57,70,5.657), (70,48,11.18), (48,27,15.0), (27,36,13.0), (36,66,11.18), (66,1,119.971)]
Costo asociado: 306.236      Capacidad: 63.0
--> Costo total: 2197.6839999999997          Capacidad total: 942.0
+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2063.099          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 227  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((12,35,10.44),1), ((35,80,12.207),1), ((79,38,19.723),1), ((24,31,13.454),2), ((7,25,4.0),2), ((9,7,20.881),2), ((7,24,13.601),1), ((9,25,22.361),1), ((7,31,5.831),1), ((22,2,12.369),3), ((8,11,14.56),3), ((22,8,12.728),2), ((2,11,21.19),2), ((20,48,8.602),4), ((48,57,9.22),4), ((36,27,13.0),4), ((27,1,113.899),4), ((27,20,12.207),3), ((20,48,8.602),3), ((36,48,23.324),3), ((48,1,103.479),3), ((78,4,7.28),5), ((30,1,59.405),5), ((78,30,22.091),4), ((4,1,48.104),4), ((53,29,2.828),6), ((29,15,12.806),6), ((9,7,20.881),6), ((7,25,4.0),6), ((53,7,22.204),5), ((7,15,34.132),5), ((9,29,33.541),5), ((29,25,20.616),5), ((48,57,9.22),7), ((66,36,11.18),7), ((48,66,16.643),6), ((57,36,26.476),6), ((53,29,2.828),8), ((29,15,12.806),8), ((38,3,2.0),8), ((3,49,26.019),8), ((53,3,21.401),7), ((3,15,34.67),7), ((38,29,23.707),7), ((29,49,13.892),7), ((71,39,15.811),9), ((39,59,5.385),9), ((77,68,24.083),9), ((68,1,41.231),9), ((71,68,6.325),8), ((68,39,17.029),8), ((77,39,19.849),8), ((39,1,51.088),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2071.465          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 228  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((24,31,13.454),1), ((7,25,4.0),1), ((9,7,20.881),1), ((22,2,12.369),2), ((8,11,14.56),2), ((22,8,12.728),1), ((2,11,21.19),1), ((20,48,8.602),3), ((48,57,9.22),3), ((36,27,13.0),3), ((27,1,113.899),3), ((27,20,12.207),2), ((20,48,8.602),2), ((36,48,23.324),2), ((48,1,103.479),2), ((78,4,7.28),4), ((30,1,59.405),4), ((78,30,22.091),3), ((4,1,48.104),3), ((53,29,2.828),5), ((29,15,12.806),5), ((9,7,20.881),5), ((7,25,4.0),5), ((53,7,22.204),4), ((7,15,34.132),4), ((9,29,33.541),4), ((29,25,20.616),4), ((48,57,9.22),6), ((66,36,11.18),6), ((48,66,16.643),5), ((57,36,26.476),5), ((53,29,2.828),7), ((29,15,12.806),7), ((38,3,2.0),7), ((3,49,26.019),7), ((53,3,21.401),6), ((3,15,34.67),6), ((38,29,23.707),6), ((29,49,13.892),6), ((71,39,15.811),8), ((39,59,5.385),8), ((77,68,24.083),8), ((68,1,41.231),8), ((71,68,6.325),7), ((68,39,17.029),7), ((77,39,19.849),7), ((39,1,51.088),7), ((71,39,15.811),9), ((39,59,5.385),9), ((51,77,7.071),9), ((77,68,24.083),9), ((77,71,18.0),8), ((71,39,15.811),8), ((51,39,20.591),8), ((39,68,17.029),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2082.251          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 229  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((22,2,12.369),1), ((8,11,14.56),1), ((20,48,8.602),2), ((48,57,9.22),2), ((36,27,13.0),2), ((27,1,113.899),2), ((27,20,12.207),1), ((20,48,8.602),1), ((36,48,23.324),1), ((48,1,103.479),1), ((78,4,7.28),3), ((30,1,59.405),3), ((78,30,22.091),2), ((4,1,48.104),2), ((53,29,2.828),4), ((29,15,12.806),4), ((9,7,20.881),4), ((7,25,4.0),4), ((53,7,22.204),3), ((7,15,34.132),3), ((9,29,33.541),3), ((29,25,20.616),3), ((48,57,9.22),5), ((66,36,11.18),5), ((48,66,16.643),4), ((57,36,26.476),4), ((53,29,2.828),6), ((29,15,12.806),6), ((38,3,2.0),6), ((3,49,26.019),6), ((53,3,21.401),5), ((3,15,34.67),5), ((38,29,23.707),5), ((29,49,13.892),5), ((71,39,15.811),7), ((39,59,5.385),7), ((77,68,24.083),7), ((68,1,41.231),7), ((71,68,6.325),6), ((68,39,17.029),6), ((77,39,19.849),6), ((39,1,51.088),6), ((71,39,15.811),8), ((39,59,5.385),8), ((51,77,7.071),8), ((77,68,24.083),8), ((77,71,18.0),7), ((71,39,15.811),7), ((51,39,20.591),7), ((39,68,17.029),7), ((63,13,10.198),9), ((31,9,23.022),9), ((63,31,21.932),8), ((13,9,40.608),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2081.727          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 230  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((20,48,8.602),1), ((48,57,9.22),1), ((36,27,13.0),1), ((27,1,113.899),1), ((78,4,7.28),2), ((30,1,59.405),2), ((78,30,22.091),1), ((4,1,48.104),1), ((53,29,2.828),3), ((29,15,12.806),3), ((9,7,20.881),3), ((7,25,4.0),3), ((53,7,22.204),2), ((7,15,34.132),2), ((9,29,33.541),2), ((29,25,20.616),2), ((48,57,9.22),4), ((66,36,11.18),4), ((48,66,16.643),3), ((57,36,26.476),3), ((53,29,2.828),5), ((29,15,12.806),5), ((38,3,2.0),5), ((3,49,26.019),5), ((53,3,21.401),4), ((3,15,34.67),4), ((38,29,23.707),4), ((29,49,13.892),4), ((71,39,15.811),6), ((39,59,5.385),6), ((77,68,24.083),6), ((68,1,41.231),6), ((71,68,6.325),5), ((68,39,17.029),5), ((77,39,19.849),5), ((39,1,51.088),5), ((71,39,15.811),7), ((39,59,5.385),7), ((51,77,7.071),7), ((77,68,24.083),7), ((77,71,18.0),6), ((71,39,15.811),6), ((51,39,20.591),6), ((39,68,17.029),6), ((63,13,10.198),8), ((31,9,23.022),8), ((63,31,21.932),7), ((13,9,40.608),7), ((60,79,15.033),9), ((79,38,19.723),9), ((18,28,9.0),9), ((28,6,12.083),9), ((60,28,2.0),8), ((28,38,32.45),8), ((18,79,26.019),8), ((79,6,24.166),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
Aristas: [(1,56,94.515), (56,10,11.402), (10,20,39.357), (20,48,8.602), (48,57,9.22), (57,70,5.657), (70,66,11.402), (66,36,11.18), (36,27,13.0), (27,1,113.899)]
Costo asociado: 318.23400000000004      Capacidad: 75.0
--> Costo total: 2067.636          Capacidad total: 942.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 231  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Lista tabu: [((78,4,7.28),1), ((30,1,59.405),1), ((53,29,2.828),2), ((29,15,12.806),2), ((9,7,20.881),2), ((7,25,4.0),2), ((53,7,22.204),1), ((7,15,34.132),1), ((9,29,33.541),1), ((29,25,20.616),1), ((48,57,9.22),3), ((66,36,11.18),3), ((48,66,16.643),2), ((57,36,26.476),2), ((53,29,2.828),4), ((29,15,12.806),4), ((38,3,2.0),4), ((3,49,26.019),4), ((53,3,21.401),3), ((3,15,34.67),3), ((38,29,23.707),3), ((29,49,13.892),3), ((71,39,15.811),5), ((39,59,5.385),5), ((77,68,24.083),5), ((68,1,41.231),5), ((71,68,6.325),4), ((68,39,17.029),4), ((77,39,19.849),4), ((39,1,51.088),4), ((71,39,15.811),6), ((39,59,5.385),6), ((51,77,7.071),6), ((77,68,24.083),6), ((77,71,18.0),5), ((71,39,15.811),5), ((51,39,20.591),5), ((39,68,17.029),5), ((63,13,10.198),7), ((31,9,23.022),7), ((63,31,21.932),6), ((13,9,40.608),6), ((60,79,15.033),8), ((79,38,19.723),8), ((18,28,9.0),8), ((28,6,12.083),8), ((60,28,2.0),7), ((28,38,32.45),7), ((18,79,26.019),7), ((79,6,24.166),7), ((18,28,9.0),9), ((6,45,5.0),9), ((18,6,11.705),8), ((28,45,17.0),8)]

Ruta del vehiculo 1:
Recorrido: [1, 50, 74, 37, 43, 52, 78, 4, 30]
Aristas: [(1,50,11.662), (50,74,9.22), (74,37,15.0), (37,43,9.22), (43,52,9.22), (52,78,5.0), (78,4,7.28), (4,30,15.0), (30,1,59.405)]
Costo asociado: 141.007      Capacidad: 98.0

Ruta del vehiculo 2:
Recorrido: [1, 41, 22, 2, 8, 11, 72]
Aristas: [(1,41,19.925), (41,22,12.166), (22,2,12.369), (2,8,6.708), (8,11,14.56), (11,72,8.062), (72,1,62.032)]
Costo asociado: 135.822      Capacidad: 97.0

Ruta del vehiculo 3:
Recorrido: [1, 14, 54, 67, 71, 39, 59, 51, 77, 68]
Aristas: [(1,14,22.204), (14,54,23.022), (54,67,8.062), (67,71,6.325), (71,39,15.811), (39,59,5.385), (59,51,15.264), (51,77,7.071), (77,68,24.083), (68,1,41.231)]
Costo asociado: 168.458      Capacidad: 100.0

Ruta del vehiculo 4:
Recorrido: [1, 75, 40, 61, 32, 18, 28, 6, 45]
Aristas: [(1,75,53.907), (75,40,9.487), (40,61,2.236), (61,32,10.05), (32,18,2.0), (18,28,9.0), (28,6,12.083), (6,45,5.0), (45,1,57.706)]
Costo asociado: 161.469      Capacidad: 96.0

Ruta del vehiculo 5:
Recorrido: [1, 63, 13, 24, 31, 9, 7, 25]
Aristas: [(1,63,54.406), (63,13,10.198), (13,24,7.616), (24,31,13.454), (31,9,23.022), (9,7,20.881), (7,25,4.0), (25,1,73.682)]
Costo asociado: 207.25900000000001      Capacidad: 99.0

Ruta del vehiculo 6:
Recorrido: [1, 64, 12, 35, 80, 53, 29, 15]
Aristas: [(1,64,58.694), (64,12,6.708), (12,35,10.44), (35,80,12.207), (80,53,8.0), (53,29,2.828), (29,15,12.806), (15,1,67.365)]
Costo asociado: 179.048      Capacidad: 90.0

Ruta del vehiculo 7:
Recorrido: [1, 73, 46, 23, 5, 33, 55, 34, 16, 42, 26]
Aristas: [(1,73,67.912), (73,46,15.62), (46,23,3.162), (23,5,17.029), (5,33,17.72), (33,55,30.067), (55,34,14.318), (34,16,7.071), (16,42,7.81), (42,26,4.243), (26,1,84.959)]
Costo asociado: 269.91100000000006      Capacidad: 95.0

Ruta del vehiculo 8:
Recorrido: [1, 65, 47, 76, 21, 58, 62, 17, 44, 69]
Aristas: [(1,65,71.847), (65,47,12.042), (47,76,18.111), (76,21,2.0), (21,58,11.18), (58,62,8.062), (62,17,7.071), (17,44,2.0), (44,69,7.81), (69,1,97.529)]
Costo asociado: 237.65200000000002      Capacidad: 99.0

Ruta del vehiculo 9:
Recorrido: [1, 60, 79, 38, 3, 49, 19]
Aristas: [(1,60,74.061), (60,79,15.033), (79,38,19.723), (38,3,2.0), (3,49,26.019), (49,19,5.099), (19,1,92.136)]
Costo asociado: 234.071      Capacidad: 93.0

Ruta del vehiculo 10:
Recorrido: [1, 56, 10, 20, 48, 57, 70, 66, 36, 27]
